sexo;edad;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;lugar;bien;categoria_bien;grupo_bien;color;Tapabocas;Capuchas;Gorras;Actitud_nerviosa;llena_vacia;dia_noche;Robo
Mujer;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;si;no;llena;dia;si
Mujer;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;llena;noche;si
Mujer;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;no;vacia;noche;si
Hombre;58;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;si;vacia;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;no;vacia;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;vacia;noche;si
Hombre;52;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;si;si;si;vacia;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Balmoral�;Bus de servicio público;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;41;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;llena;noche;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Crist�bal Norte;Vía pública;Celular;Tecnología;Mercancía;Negro;no;no;si;si;vacia;noche;si
Hombre;58;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;no;vacia;dia;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;no;vacia;dia;si
Hombre;59;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;si;no;no;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;si;si;no;vacia;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;vacia;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;no;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Juan Bosco;Bus de servicio público;Celular;Tecnología;Mercancía;Sin dato;no;si;si;no;vacia;dia;si
Hombre;62;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;no;llena;noche;si
Hombre;74;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;no;si;no;vacia;dia;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;no;llena;noche;si
Hombre;51;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;no;si;no;no;llena;noche;si
Mujer;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;si;no;vacia;noche;si
Hombre;25;Transmilenio;Hurto a persona;Raponazo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Rojo;no;no;no;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;no;si;vacia;noche;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;si;no;no;vacia;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;si;no;llena;noche;si
Hombre;33;Transmilenio;Hurto a persona;Cosquilleo;No;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;vacia;dia;si
Hombre;61;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Elementos computador;Tecnología;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;20;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma de fuego;Torca;Institución de educación superior;Celular;Tecnología;Mercancía;Plata;si;no;si;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;no;si;no;no;vacia;noche;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;no;no;si;vacia;noche;si
Mujer;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Estuche;Otros elementos;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;no;llena;noche;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Consuelos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;no;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;no;vacia;dia;si
Hombre;57;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;no;no;no;si;vacia;noche;si
Hombre;56;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Rosado;no;no;si;si;llena;noche;si
Mujer;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;si;no;si;no;llena;noche;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Bronce;no;si;no;no;vacia;noche;si
Hombre;36;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;si;vacia;dia;si
Mujer;35;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;vacia;noche;si
Mujer;46;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;no;si;vacia;dia;si
Hombre;39;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;no;vacia;dia;si
Hombre;33;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Santa M�nica;Vía pública;Celular;Tecnología;Mercancía;Gris;si;si;no;si;llena;noche;si
Hombre;23;Transmilenio;Hurto a persona;Raponazo;Sin dato;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;si;si;vacia;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Bus de servicio público;Celular;Tecnología;Mercancía;Blanco;si;no;no;si;vacia;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;no;vacia;dia;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;si;no;no;si;llena;noche;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;si;vacia;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;no;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;llena;noche;si
Hombre;43;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;si;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;si;no;si;no;llena;noche;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Bosque de Pinos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;si;si;no;si;vacia;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Canaima;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;no;vacia;noche;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;si;llena;dia;si
Hombre;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;no;no;llena;noche;si
Hombre;49;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Transmilenio Plus;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;si;no;no;no;vacia;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Libreta militar;Documentos;Mercancía;Sin dato;no;no;si;si;llena;dia;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa Teresa;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;no;si;si;vacia;noche;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;si;vacia;dia;si
Mujer;44;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;no;no;si;no;vacia;dia;si
Hombre;36;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;vacia;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio plus;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;si;vacia;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio plus;Tarjeta de identidad;Documentos;Mercancía;Sin dato;si;no;no;no;vacia;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio plus;Cédula;Documentos;Mercancía;Sin dato;si;no;no;no;vacia;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio plus;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;no;no;vacia;noche;si
Mujer;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;no;no;no;llena;noche;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;noche;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;No;No;Estrella del Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;no;vacia;noche;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;no;si;si;llena;noche;si
Mujer;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;no;si;si;no;vacia;noche;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;si;no;si;vacia;noche;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Accesorios celular;Tecnología;Mercancía;Sin dato;no;no;si;si;vacia;dia;si
Hombre;19;Transmilenio;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Granja Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;no;vacia;noche;si
Hombre;26;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma de fuego;San Juan Bosco;Supermercado;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;no;no;llena;noche;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Transmilenio Plus;Cédula;Documentos;Mercancía;Sin dato;no;si;si;no;llena;noche;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Transmilenio Plus;Licencia;Documentos;Mercancía;Sin dato;no;no;no;si;vacia;noche;si
Mujer;47;Transmilenio;Hurto a persona;Atraco;Sin dato;Arma de fuego;Antonio Norte;Fábrica o empresa;Medicamentos;Medicamento;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;18;Transmilenio;Hurto a persona;Descuido;Sin dato;No;San Crist�bal Norte;Parque;Espejo;Otros elementos;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;20;Transmilenio;Hurto a persona;Descuido;Sin dato;No;Villas del Mediterr�neo;Edificio;Carne;Alimento;Mercancía;Sin dato;no;si;si;si;vacia;dia;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Documentación electoral;Documentos;Mercancía;Sin dato;si;no;si;no;vacia;dia;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;si;no;no;vacia;noche;si
Mujer;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio plus;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Hombre;23;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;72;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Llanurita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;no;llena;dia;si
Mujer;68;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;noche;si
Mujer;68;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;no;no;si;vacia;noche;si
Hombre;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Bus de servicio público;Cédula;Documentos;Mercancía;Sin dato;si;si;si;no;llena;dia;si
Mujer;33;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;si;si;si;si;vacia;noche;si
Mujer;37;Transmilenio;Hurto a persona;Raponazo;No;No;Torcoroma;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;no;no;si;vacia;noche;si
Mujer;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;si;no;si;llena;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio plus;Carne;Alimento;Mercancía;Sin dato;no;no;no;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Sonora;Estación del Transmilenio plus;Documentación electoral;Documentos;Mercancía;Sin dato;no;si;si;si;llena;dia;si
Hombre;28;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Tarjeta de comunicación;Otros elementos;Mercancía;Sin dato;si;no;no;si;vacia;noche;si
Hombre;52;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;18;Transmilenio;Hurto a persona;Descuido;Sin dato;No;Los Consuelos;Parque;Estuche;Otros elementos;Mercancía;Sin dato;si;no;no;si;llena;dia;si
Mujer;21;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Almacén tienda y otro;Carne;Alimento;Mercancía;Sin dato;si;no;si;no;llena;noche;si
Hombre;52;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;no;si;no;vacia;noche;si
Mujer;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;llena;noche;si
Mujer;72;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Hombre;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;no;no;no;vacia;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio plus;Carne;Alimento;Mercancía;Sin dato;no;no;si;no;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;llena;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Llanurita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;no;llena;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Consuelos;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;si;si;no;llena;noche;si
Hombre;28;Transmilenio;Hurto a persona;Atraco;Sin dato;No;La Cita;Vía pública;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;llena;dia;si
Mujer;28;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Crist�bal Norte;Almacén tienda y otro;Sin dato documentos;Documentos;Mercancía;Sin dato;no;si;si;no;vacia;dia;si
